0	1
1	2
2	4
3	5
4	12
5	18
6	22
7	23
8	24
9	25
10	26
11	30
12	31
13	36
14	38
15	39
16	41
17	42
18	43
19	44
20	45
21	46
22	49
23	50
24	61
25	64
26	73
27	83
28	85
29	88
30	96
31	97
32	98
33	99
34	100
35	103
36	108
37	109
38	113
39	115
40	117
41	118
42	120
43	122
44	126
45	127
46	132
47	135
48	136
49	139
50	141
51	146
52	147
53	153
54	154
55	155
56	157
57	158
58	159
59	160
60	161
61	164
62	166
63	167
64	172
65	173
66	174
67	180
68	181
69	183
70	184
71	185
72	186
73	187
74	188
75	191
76	197
77	199
78	202
79	238
80	239
81	262
82	263
83	264
84	265
85	266
86	267
87	268
88	269
89	270
90	273
91	275
92	280
93	281
94	282
95	283
96	284
97	285
98	288
99	319
100	320
101	325
102	330
103	331
104	333
105	337
106	341
107	342
108	343
109	346
110	353
111	354
112	355
113	357
114	358
115	359
116	360
117	362
118	367
119	373
120	375
121	376
122	382
123	459
124	463
125	464
126	465
127	466
128	468
129	469
130	470
131	477
132	478
133	479
134	480
135	481
136	482
137	483
138	484
139	485
140	486
141	487
142	488
143	489
144	490
145	491
146	492
147	493
148	494
149	495
150	496
151	497
152	498
153	499
154	500
155	501
156	502
157	503
158	505
159	508
160	509
161	510
162	512
163	513
164	514
165	515
166	516
167	517
168	518
169	519
170	520
171	521
172	526
173	528
174	529
175	530
176	531
177	532
178	535
179	537
180	540
181	547
182	548
183	549
184	550
185	551
186	556
187	559
188	572
189	574
190	575
191	577
192	583
193	584
194	594
195	601
196	604
197	606
198	610
199	611
200	613
201	616
202	618
203	621
204	622
205	628
206	632
207	640
208	652
209	653
210	656
211	657
212	658
213	660
214	661
215	670
216	671
217	692
218	695
219	697
220	705
221	708
222	714
223	715
224	719
225	724
226	725
227	726
228	728
229	739
230	743
231	744
232	745
233	748
234	753
235	754
236	756
237	761
238	762
239	764
240	768
241	769
242	776
243	778
244	779
245	781
246	782
247	784
248	785
249	787
250	788
251	799
252	801
253	804
254	805
255	807
256	808
257	809
258	810
259	811
260	816
261	817
262	818
263	819
264	820
265	821
266	822
267	823
268	824
269	826
270	827
271	828
272	829
273	830
274	831
275	832
276	833
277	834
278	835
279	842
280	844
281	848
282	850
283	851
284	852
285	868
286	870
287	881
288	890
289	904
290	915
291	920
292	922
293	924
294	936
295	937
296	938
297	939
298	941
299	946
300	947
301	951
302	952
303	953
304	957
305	958
306	963
307	964
308	966
309	972
310	974
311	975
312	976
313	980
314	981
315	984
316	985
317	986
318	988
319	989
320	990
321	992
322	993
323	1003
324	1012
325	1013
326	1015
327	1019
328	1020
329	1025
330	1031
331	1033
332	1034
333	1036
334	1039
335	1040
336	1042
337	1048
338	1050
339	1051
340	1054
341	1057
342	1058
343	1059
344	1064
345	1066
346	1071
347	1072
348	1076
349	1077
350	1083
351	1085
352	1086
353	1088
354	1089
355	1096
356	1097
357	1099
358	1100
359	1103
360	1107
361	1111
362	1112
363	1113
364	1117
365	1119
366	1121
367	1124
368	1126
369	1127
370	1128
371	1129
372	1130
373	1131
374	1132
375	1134
376	1135
377	1136
378	1137
379	1143
380	1145
381	1146
382	1148
383	1153
384	1154
385	1158
386	1162
387	1163
388	1164
389	1165
390	1168
391	1171
392	1173
393	1175
394	1178
395	1179
396	1180
397	1188
398	1189
399	1190
400	1191
401	1194
402	1209
403	1212
404	1216
405	1222
406	1224
407	1228
408	1231
409	1232
410	1233
411	1237
412	1240
413	1243
414	1244
415	1258
416	1270
417	1274
418	1281
419	1282
420	1283
421	1284
422	1285
423	1286
424	1293
425	1295
426	1303
427	1309
428	1310
429	1311
430	1321
431	1323
432	1333
433	1335
434	1340
435	1345
436	1349
437	1350
438	1351
439	1354
440	1356
441	1362
442	1363
443	1380
444	1386
445	1389
446	1390
447	1395
448	1396
449	1399
450	1401
451	1405
452	1421
453	1426
454	1428
455	1433
456	1447
457	1448
458	1449
459	1454
460	1457
461	1460
462	1466
463	1467
464	1480
465	1490
466	1497
467	1501
468	1503
469	1509
470	1513
471	1517
472	1528
473	1533
474	1562
475	1573
476	1579
477	1583
478	1584
479	1596
480	1617
481	1618
482	1620
483	1622
484	1624
485	1634
486	1651
487	1667
488	1699
489	1704
490	1709
491	1733
492	1736
493	1740
494	1747
495	1752
496	1758
497	1762
498	1779
499	1835
